chapter,verse,abenaki,english,french
8,36,T8nba kagwiba awani wd8l8badamen kawhowada aspakiwik ni owanihal8n wjejako?,"For what shall it profit a man, if he shall gain the whole world, and lose his own soul?",Quelle somme pourrait-il verser en échange de sa vie ?
8,37,Alahaji kagwi magat awani waji kizi 8b8dazwenn8t wjejako?,Or what shall a man give in exchange for his soul?,Quelle somme pourrait-il verser en échange de sa vie ?
8,38,"T8nwajitta wz8mi agajw8mit ta agajw8dak ngellozw8ganal udali azogwinnowi ta saagawakozwinnowi pm8wzowinnowikok, nihiji achi Kchiniwaskw wnam8na agajw8m8ji, t8ni adoji nspi pai8t wmit8kwsa wmeddawinnow8gan ta wawasi 8zaliak.","Whosoever therefore shall be ashamed of me and of my words in this adulterous and sinful generation; of him also shall the Son of man be ashamed, when he cometh in the glory of his Father with the holy angels.","Si quelqu'un a honte de moi et de mes paroles dans cette génération adultère et pécheresse, le Fils de l'homme aussi aura honte de lui, quand il viendra dans la gloire de son Père avec les anges."
9,1,"Ni wdihl8n Kwina kdhihlebba, Nahwji u wbemmig8bin8 t8nugik 8dahaji machinakwik, aiag8 kizi kizinamitohodida Kchiniwaskw wginjameswi tbaldamw8gan nspi pai8moo mliksanw8gan.","And he said unto them, Verily I say unto you, That there be some of them that stand here, which shall not taste of death, till they have seen the kingdom of God come with power.","Et il leur disait : Amen, je vous le dis : parmi ceux qui sont ici, certains ne connaîtront pas la mort avant d'avoir vu le règne de Dieu venir avec puissance."
9,2,"Ni ngwed8z kasogwnakiwik Sazos owikwn8n Piala, ta Jamesa, ta Az8a, ni wdellosal8n chbiwi agm8w8tta wibiwi kasihidit wskidadenna mospatnazit wajo: ni wdali pilwin8gwzin nihi ailit.","And after six days Jesus taketh with him Peter, and James, and John, and leading them up into an high mountain apart by themselves: and he was transfigured before them.","Six jours après, Jésus prend avec lui Pierre, Jacques et Jean, et les emmène, eux seuls, à l'écart sur une haute montagne. Et il fut transfiguré devant eux."
9,3,"Ni alsawat paji pessakwhla, p8b8ziji w8bigen paki waz8li; t8niba 8da noji w8bitigat udali kigk kizi li w8bitokw.","And his raiment became shining, exceeding white as snow; so as no fuller on earth can white them.","Ses vêtements devinrent resplendissants, d'une blancheur telle que personne sur terre ne peut obtenir une blancheur pareille."
9,4,"Ni ni wdali namih8n8 Eliasa ta Moziza; 8ttali kast8gwzijik Sazosa,",And there appeared unto them Elias with Moses: and they were talking with Jesus.,"Élie leur apparut avec Moïse, et ils s'entretenaient avec Jésus."
9,5,"Ni Pial wgellozin wdihl8n Sazosa, Nz8gm8m, wligen kiuna wji u kdainana; ta wlit8ssida nbennol w8h8baksigamigol; pazgwen kia wji, ta pazgwen wji Mozes, ta pazgwen wji Elias.","And Peter answered and said to Jesus, Master, it is good for us to be here: and let us make three tabernacles; one for thee, and one for Moses, and one for Elias.","Pierre alors prend la parole et dit à Jésus : Rabbi, il est heureux que nous soyons ici ! Dressons donc trois tentes : une pour toi, une pour Moïse et une pour Élie."
9,6,Wz8mi 8da owawaldamownaza kagwiba idam: wzomi pita sagzozhanik.,For he wist not what to say; for they were sore afraid.,"De fait, il ne savait que dire, tant était grande leur frayeur."
9,7,"Ni asokw wdagwank8gon8; ni klozw8gan wji patt8gwat asokwek, idamowik, Wa ngezaldami Nam8n, kitaokw.","And there was a cloud that overshadowed them: and a voice came out of the cloud, saying, This is my beloved Son: hear him.","Survint une nuée qui les couvrit de son ombre, et de la nuée une voix se fit entendre : Celui-ci est mon Fils bien-aimé. Écoutez-le."
9,8,"Ni sazalkiwitta kizi kizipmadaw8bihidit wawiwniwi, wdakwi namih8n8 awanihi wibiwitta Sazosa wijihlamgohodiji.","And suddenly, when they had looked round about, they saw no man any more, save Jesus only with themselves.","Soudain, regardant tout autour, ils ne virent plus que Jésus seul avec eux."
9,9,"Ni waji pn8kkihidit wajok, ni wgelhamaw8n waji 8da awanihi hl8h8dikw kasi ladaw8bihidit, ialli Kchiniwaskw wnam8na kizi wji 8bijibada nbow8ganek.","And as they came down from the mountain, he charged them that they should tell no man what things they had seen, till the Son of man were risen from the dead.","En descendant de la montagne, Jésus leur défendit de raconter à personne ce qu'ils avaient vu, avant que le Fils de l'homme soit ressuscité d'entre les morts."
9,10,"Ni wg8gagalnemn8 ni ahl8mek agm8w8tta, wn8nnhekwji nadotm8wadin8 kagwi u idamoo wji 8bijiban nbow8ganik.","And they kept that saying with themselves, questioning one with another what the rising of from the dead should mean.","Et ils restèrent fermement attachés à cette consigne, tout en se demandant entre eux ce que voulait dire : ressusciter d'entre les morts."
9,11,"Ta ni wnadotmaw8n8, wdihl8w8, Kagwi waji nodawikhigajik idamohodit Elias chowi ntami paia?","And they asked him, saying, Why say the scribes that Elias must come first?",Ils l'interrogeaient : Pourquoi les scribes disent-ils que le prophète Élie doit venir d'abord ?
9,12,"Ni wd8zidam8n ta wdihl8n kahalaki Elias pai8t ntami, ta nanawnek mziwi kagwi, ta ni waji lawikhogwzit aln8ba wnam8na ali chowi msali mamag88wzit, ta ali kneskihal8mek.","And he answered and told them, Elias verily cometh first, and restoreth all things; and how it is written of the Son of man, that he must suffer many things, and be set at nought.","Jésus leur dit : Certes, Élie viendra d'abord pour remettre tout en place. Mais alors, pourquoi l'Écriture dit-elle, au sujet du Fils de l'homme, qu'il souffrira beaucoup et sera méprisé ?"
9,13,"Nia kanwa kdhillebba, Elias kizi paia, ta wgizi lih8na mziwi kagwi alchowaldamohodit, kwaskwai akw8bawikhogwzilit.","But I say unto you, That Elias is indeed come, and they have done unto him whatsoever they listed, as it is written of him.","Eh bien ! je vous le déclare : Élie est déjà venu, et ils lui ont fait tout ce qu'ils ont voulu, comme l'Écriture le dit à son sujet."
9,14,"Ni pai8t oskinnomikok, wnamih8n kinnaliji wiwnikadaw8jik oskinnoma, ta nodawikhigajik adaloh8mk8m8jik nihi.","And when he came to his disciples, he saw a great multitude about them, and the scribes questioning with them.","En rejoignant les autres disciples, ils virent une grande foule qui les entourait, et des scribes qui discutaient avec eux."
9,15,"Nitta mziwi pm8wzowinnoak namih8dit Sazosa, pita wd8shagaldamn8, ta ni nemm8 wdell8mahl8n8 wn8dalamikaw8n8.","And straightway all the people, when they beheld, were greatly amazed, and running to him saluted him.","Aussitôt qu'elle vit Jésus, toute la foule fut stupéfaite, et les gens accouraient pour le saluer"
9,16,"Ni wnadotmaw8n nodawikhigaliji, Kagwes wadoh8mk8m8akw?","And he asked the scribes, What question ye with them?",Il leur demanda : De quoi discutez-vous avec eux ?
9,17,"Ni pazgo ugik masalkik wd8zidawan ta wdidamen, Kigamwinno, kbadollen nnam8n, abit8got awannoa nanat8wakhoaliji,","And one of the multitude answered and said, Master, I have brought unto thee my son, which hath a dumb spirit;","Un homme dans la foule lui répondit : Maître, je t'ai amené mon fils, il est possédé par un esprit qui le rend muet ;"
9,18,"Ta t8nitta wa awanno ad8tn8t wdalagn8; ni wbitassin ta ketw8bidapozo, ta ni wdalmi kespasin: ni ndihl8nap koskinnomak wajiba kadak8l8h8dit, ni kanwa 8da wgizi lalokawn8.","And wheresoever he taketh him, he teareth him: and he foameth, and gnasheth with his teeth, and pineth away: and I spake to thy disciples that they should cast him out; and they could not.","cet esprit s'empare de lui n'importe où, il le jette par terre, l'enfant écume, grince des dents et devient tout raide. J'ai demandé à tes disciples d'expulser cet esprit, mais ils n'ont pas réussi."
9,19,"Ni wd8zidam8n ta wdihl8n, O kjawawaldamwinnowi pm8wzowinnoak, t8niji kgwenni wijihlamlenno? T8nji kgwenni s8glalitoln8? Padawikw na nia.","He answereth him, and saith, O faithless generation, how long shall I be with you? how long shall I suffer you? Bring him unto me.","Jésus leur dit : Génération incroyante, combien de temps devrai-je rester auprès de vous ? Combien de temps devrai- je vous supporter ? Amenez-le auprès de moi."
9,20,"Ni wbadaw8n8: ni na namih8t Sazosa, nitta madah8ndoawanno wdalagiph8n; ni wdelli kibihl8n kigk, ta ni wbab8mibizin, pitadonazo.","And they brought him unto him: and when he saw him, straightway the spirit tare him; and he fell on the ground, and wallowed foaming.","On l'amena auprès de lui. Dès qu'il vit Jésus, l'esprit secoua violemment l'enfant ; celui-ci tomba, il se roulait par terre en écumant."
9,21,"Ni Sazos wnadotmaw8n, Chiga wji u wnoji mzedok8g8n? Ni wdidamen, wjigatta aw8ssiswida.","And he asked his father, How long is it ago since this came unto him? And he said, Of a child.",Jésus interrogea le père : Combien y a-t-il de temps que cela lui arrive ? Il répondit : Depuis sa petite enfance.
9,22,"Ta wigaw8jiwi wdellak8lgo skwettak ta neppik waji wagihogot; kianawa kagwi kizi lalokaana, ketm8galmina ta wijokamina.","And ofttimes it hath cast him into the fire, and into the waters, to destroy him; but if thou canst do anything, have compassion on us, and help him.","Et souvent il l'a même jeté dans le feu ou dans l'eau pour le faire périr. Mais si tu y peux quelque chose, viens à notre secours, par pitié pour nous !"
9,23,"Ni Sazos wdihl8n, kiziwl8mawaldamana, mziwi kagwi kizillah wji t8na wal8mawaldak.","Jesus said unto him, If thou canst believe, all things are possible to him that believeth.",Jésus reprit : Pourquoi dire : 'Si tu peux' ... ? Tout est possible en faveur de celui qui croit.
9,24,"Nitta wanam8nit nihi aw8ssisa wg8g8lwan ta wzebbigwanal pab8mijwanol idak, Nz8gm8m, nol8mawaldam, wijokada ngejawawaldamw8gan.","And straighway the father of the child cried out, and said with tears, Lord, I believe; help thou mine unbelief.",Aussitôt le père de l'enfant s'écria : Je crois ! Viens au secours de mon incroyance !
9,25,"Ni Sazos namit8kw ali pm8wzowinnoak s8khok8wadihidit mam8wiwi, wgelhamaw8n agwjagi awannoa, wdihl8, Kia nanat8wakhowai ta kagapskhowai awanno, kdellagimel koji ni sahosan na abitaw8an, ta akwi mina pidikadaw8kan.","When Jesus saw that the people came running together, he rebuked the foul spirit, saying unto him, Thou dumb and deaf spirit, I charge thee, come out of him, and enter no more into him.","Jésus, voyant que la foule s'attroupait, interpella vivement l'esprit mauvais : Esprit qui rends muet et sourd, je te l'ordonne, sors de cet enfant et n'y rentre plus jamais !"
9,26,"Ni na awanno wg8g8lwan, ni wmamhlawi wessaginal8n, ni oji sahosan: ni na aw8ssis wdellin8gzin paki mahmahchinat; agwachi msalok idagik, machina.","And the spirit cried, and rent him sore, and came out of him: and he was as one dead; insomuch that many said, He is dead.","L'esprit poussa des cris, secoua violemment l'enfant et sortit. L'enfant devint comme un cadavre, de sorte que tout le monde disait : Il est mort."
9,27,"Ni Sazos wdodn8n wledjik, ni wdaspigwn8n; ni na owan8gin.","But Jesus took him by the hand, and lifted him up; and he arose.","Mais Jésus, lui saisissant la main, le releva, et il se mit debout."
9,28,"Ni Sazos pai8t wigw8mek, oskinnoma wgimi linadotm8gon, Kagwi waji 8da niuna na kizi sahwbakawwak?","And when he was come into the house, his disciples asked him privately, Why could we not cast him out?","Quand Jésus fut rentré à la maison, seul avec ses disciples, ils l'interrogeaient en particulier : Pourquoi est-ce que nous, nous n'avons pas pu l'expulser ?"
9,29,"Ni wdihl8n, owa ahhaligit 8dahaba mina kagwi wji kizi sahosawi wibiwi aiamihaw8gan ta manosakk8zw8gan.","And he said unto them, This kind can come forth by nothing but by prayer and fasting.","Jésus leur répondit : Rien ne peut faire sortir cette espèce- là, sauf la prière."
9,30,"Ni ni waji m8jihidit, ni wbikagakamenn8 Galilee; ni Sazos 8da wdachwaldamowen awani owawaldamen.","And they departed thence, and passed through Galilee; and he would not that any man should know it.","En partant de là, Jésus traversait la Galilée avec ses disciples, et il ne voulait pas qu'on le sache."
9,31,"T8nba wdellagakim8 oskinnoma, ta wdihl8, Aln8ba wnam8na ligwagwihallekwzo wleddjiww8k pm8wzowinnoak, tahaji wnihl8w8; ni kizi nhl8mga, 8bijibaji nasogwnakkiwik.","For he taught his disciples, and said unto them, The Son of man is delivered into the hands of men, and they shall kill him; and after that he is killed, he shall rise the third day.","Car il les instruisait en disant : Le Fils de l'homme est livré aux mains des hommes ; ils le tueront et, trois jours après sa mort, il ressuscitera."
9,32,"Kanwa 8da owawtamown8 ni ahhl8mek, ta sagzoak wnadotmaw8n8.","But they understood not that saying, and were afraid to ask him.",Mais les disciples ne comprenaient pas ces paroles et ils avaient peur de l'interroger.
9,33,"Ni wdali pai8n Capernaumek: ni kizi ait wigw8mek wnadotmaw8n, Kagwi wajoh8wadoldiakw kiuw8 tali nawad8wdia?","And he came to Capernaum: and being in the house he asked them, What was it that ye disputed among yourselves by the way?","Ils arrivèrent à Capharnaüm, et, une fois à la maison, Jésus leur demandait : De quoi discutiez-vous en chemin ?"
9,34,Ni 8da kanwa kagwi wdidamown8; wz8mi wjoh8wadoshanik tali nawad8wdia awaniji agm8w8 paamidbezzit.,But they held their peace: for by the way they had disputed among themselves. who should be the greatest.,"Ils se taisaient, car, sur la route, ils avaient discuté entre eux pour savoir qui était le plus grand."
9,35,"Ni wmamakabin, ni owikwim8n niz8nkawziliji ta wdihl8, awani chowaldaga wnitamabin, ennaji 8ttali wdaok todabit 8daki mziwi kdagik, ta mziwi awanihi nodalokaw8t.","And he sat down, and called the twelve, and saith unto them, If any man desire to be first, the same shall be last of all, and servant of all.","S'étant assis, Jésus appela les Douze et leur dit : Si quelqu'un veut être le premier, qu'il soit le dernier de tous et le serviteur de tous."
9,36,"Ni odn8n aw8ssisa, ta wbon8n n8wiwi oskinnomikok: ta kizi ali wikwn8t wpettinikok, wdihl8 oskinnoma,","And he took a child, and set him in the midst of them: and when he had taken him in his arms, he said unto them,","Prenant alors un enfant, il le plaça au milieu d'eux, l'embrassa, et leur dit :"
9,37,"T8nwajitta naton8t pazgoa ni ahhaligiliji aw8ssisa nia wji nwizw8gan, nnitonekw: ta t8nwajitta natonit, 8da nia natonit, wniton8h8daki nihi pajidak8lgo8ni.","Whosoever shall receive one of such children in my name, receiveth me: and whosoever shall receive me, receiveth not me. but him that sent me.","Celui qui accueille en mon nom un enfant comme celui-ci, c'est moi qu'il accueille. Et celui qui m'accueille ne m'accueille pas moi, mais Celui qui m'a envoyé."
9,38,"Ni Az8 wd8zidam8n, wdihl8n, Kigamwinno, nnamih8bbna pazgo sawhakat madah8ndoa awakat kia kowizw8gan, ni 8da nnosok8gownana: ni ngelhamaw8nana wz8mi 8da nnosokogwinna.","And John answered him, saying, Master, we saw one casting out devils in thy name, and he followeth not us: and we forbad him, because he followeth not us.","Jean, l'un des Douze, disait à Jésus : Maître, nous avons vu quelqu'un chasser des esprits mauvais en ton nom ; nous avons voulu l'en empêcher, car il n'est pas de ceux qui nous suivent."
9,39,"Sazos kanwa idam, Akwi klahomaokw: wz8mi 8dat8m8 awani t8naji waji 8shagalokat nwizw8ganek, t8nwa kiziba nitta majlohlt.","But Jesus said, Forbid him not: for there is no man which shall do a miracle in my name, that can lightly speak evil of me.","Jésus répondit : Ne l'empêchez pas, car celui qui fait un miracle en mon nom ne peut pas, aussitôt après, mal parler de moi ;"
9,40,"Wz8mi t8nwa 8da wijik8gowakw, kgasok8nana.",For he that is not against us is on our part.,celui qui n'est pas contre nous est pour nous.
9,41,"T8nba t8nwajitta milgoakw ngwejil8ganagat nepbi wji nia nwizw8gan, waji kadosmiakw, ali wjiawwiakw Christek, kwina kdhillebba, 8dahaji owanihadowen wdaanawit8gwzow8gan.","For whosoever shall give you a cup of water to drink in my name, because ye belong to Christ, verily I say unto you, he shall not lose his reward.","Et celui qui vous donnera un verre d'eau au nom de votre appartenance au Christ, amen, je vous le dis, il ne restera pas sans récompense."
9,42,"Ta t8nwajitta palosal8t pazgoa uhi pabiwsessiliji wal8mawalmekww8ni, paamiba wligen wji agma tagwah8gani nim8gan sid8bikamga owgetd8ganek ni llakan sobagok.","And whosoever shall offend one of these little ones that believe in me, it is better for him that a millstone were hanged about his neck, and he were cast into the sea.","Celui qui entraînera la chute d'un seul de ces petits qui croient en moi, mieux vaudrait pour lui qu'on lui attache au cou une de ces meules que tournent les ânes, et qu'on le jette à la mer."
9,43,"Ta kledji palosalgoana, tmitaha: paami wligen kia wji kbidigan pm8wzow8ganek ngwetjiljaiwi 8daki knizoljon ni kdellosan al8mkik, skwettak, enni 8dahaji ninkasannokw.","And if thy hand offend thee, cut if off: it is better for thee to enter into life maimed, than having two hands to go into hell, into the fire that never shall be quenched:","Et si ta main t'entraîne au péché, coupe-la. Il vaut mieux entrer manchot dans la vie éternelle que d'être jeté avec tes deux mains dans la géhenne, là où le feu ne s'éteint pas."
9,44,"Adali wmohogoaskoksemw8 8da mimachinalikw, ta skwetta 8da nkasannokw.","Where their worm dieth not, and the fire is not quenched.","Là où leur ver meurent pas, et le feu n'est pas éteint."
9,45,"Ta kezzit palosalgoana tmitaha paami wligen kia wji kbidigan pm8wzow8ganek ngwetzidaiwi 8daki n8niznoo kzidal ni kdellosan al8mkik, skwettak, enni 8dahaba ninkasannokw.","And if thy foot offend thee, cut it off: It is better for thee to enter halt into life, than having two feet to be cast into hell, into the fire that never shall be quenched:","Si ton pied t'entraîne au péché, coupe-le. Il vaut mieux entrer estropié dans la vie éternelle que d'être jeté avec tes deux pieds dans la géhenne."
9,46,"Adali wmohogoaskoksemw8 8da mamachinalikw, ta skwetta 8da nkasannokw.","Where their worm dieth not, and the fire is not quenched.","Là où leur ver meurent pas, et le feu n'est pas éteint."
9,47,"Ta ksizekw palosalgoana, kajipto: paami wligen kia wji kbidigan wginjameswi tbaldamw8ganek Kchiniwaskw ngwedigwaiwi 8daki n8niznoo ksizgol ni kdellosan al8mkii skwettak:","And if thine eye offend thee, pluck it out: it is better for thee to enter into the kingdom of God with one eye, than having two eyes to be cast into hell fire:","Si ton oeil t'entraîne au péché, arrache-le. Il vaut mieux entrer borgne dans le royaume de Dieu que d'être jeté avec tes deux yeux dans la géhenne,"
9,48,"Adali wmohogoaskoksemw8 8da mimachinalikw, ta skwetta 8da nkasannokw.","Where their worm dieth not, and the fire is not quenched.",là où le ver ne meurt pas et où le feu ne s'éteint pas.
9,49,"T8nba azitta pazgo siwanah8ji awakan skwetta, ta mziwi pagitnigaw8gan siwanah8zoji awakan siwan.","For every one shall be salted with fire, and every sacrifice shall be salted with salt.",Car tout homme sera salé au feu.
9,50,"Siwan wligen: kanwa siwan wanihadwiga wziwanw8gan, t8niji koji kizi siwaniton8? Kiuw8kta tali waj8nmokw siwan, ta s8gnaw8wzikad8wadikw.","Salt is good: but if the salt have lost his saltness, wherewith will ye season it? Have salt in yourselves, and have peace one with another.","C'est une bonne chose que le sel ; mais si le sel cesse d'être du sel, avec quoi allez-vous lui rendre sa force ? Ayez du sel en vous-mêmes, et vivez en paix entre vous."
10,1,"Ni ni waji m8jit, ni wdali pai8n tabiwi Judia: lagwiwi awasiwi Jordan: ni pm8wzowinn8ak mina wmaakadaw8n8; ni wdelli kim8n mina tah8lawi wigaw8jiwi ahhalalokat.","And he arose from thence, and cometh into the coasts of Judaea by the farther side of Jordan: and the people resort unto him again; and, as he was wont, he taught them again.","En partant de là, Jésus arrive en Judée et en Transjordanie. De nouveau, la foule s'assemble près de lui, et de nouveau, il les instruisait comme d'habitude."
10,2,"Ni Pharisees wbai8n8 ailit, ta wdelli nadotmaw8n8, Liwlaldam8wadin nawa san8ba wbagil8n nizwihidiji? wdelli kwagwatskohal8n8.","And the Pharisees came to him, and asked him, Is it lawful for a man to put away his wife? tempting him.","Des pharisiens l'abordèrent et pour le mettre à l'épreuve, ils lui demandaient : Est-il permis à un mari de renvoyer sa femme ?"
10,3,"Ni wd8zidam8n ta wdihl8n, Kagwipgwa Moses kdellagimgow8ssa.","And he answered and said unto them, What did Moses command you?",Jésus dit : Que vous a prescrit Moïse ?
10,4,"Ni wdidamenn8, Mosesga wdelli wlaldomasinap awikh8zo pagildowi awikhigan, ni pagil8n phanem.","And they said, Moses suffered to write a bill of divorcement, and to put her away.",Ils lui répondirent : Moïse a permis de renvoyer sa femme à condition d'établir un acte de répudiation.
10,5,"Ni Sazos wd8zidam8n ta wdihl8n, aliga s8gli mlaw8gan8akw ni waji awikham8goakw u lagidamw8gan.","And Jesus answered and said unto them, For the hardness of your heart he wrote you this precept.",Jésus répliqua : C'est en raison de votre endurcissement qu'il a formulé cette loi.
10,6,"Kanwa nemm8tta wji annegi akiwiga, Tabalkak wdelli kizih8bani san8ba ta phanem.",But from the beginning of the creation God made them male and female.,"Mais, au commencement de la création, il les fit homme et femme."
10,7,U wattak san8ba wnegal8nji wmit8kwsa ta wigawessa ni owijihlam8n nizwihidiji.,"For this cause shall a man leave his father and mother, and cleave to his wife;","A cause de cela, l'homme quittera son père et sa mère,"
10,8,"Niji agm8w8 niziwi pazgwenoo whagaw8: ni wdakwi nizichbezzin8, pazgwenoodaki whogaw8.","And they twain shall be one flesh: so then they are no more twain, but one flesh.","il s'attachera à sa femme, et tous deux ne feront plus qu'un. Ainsi, ils ne sont plus deux, mais ils ne font qu'un."
10,9,T8ninawa Tabaldak kizi nizot8kw akwi awani chajabnech.,"What therefore God hath joined together, let not man put asunder.","Donc, ce que Dieu a uni, que l'homme ne le sépare pas !"
10,10,"Ni wigw8mek oskinnoma wdali nadotm8gon mina, wji mina ni ma8wi.",And in the house his disciples asked him again of the same matter.,"De retour à la maison, les disciples l'interrogeaient de nouveau sur cette question."
10,11,"Ni wdihl8n T8najitta pagil8t nizwihidiji ni kdagihi wnibawin8, azogona, wbalikadaw8 nizwihidiji.","And he saith unto them, Whosoever shall put away his wife, and marry another, committeth adultery against her.",Il leur répond : Celui qui renvoie sa femme pour en épouser une autre est coupable d'adultère envers elle.
10,12,"Ta phanem pagil8da nizwihidiji, ni kdagihi wnibawin8, azogona.","And if a woman shall put away her husband, and be married to another, she committeth adultery.","Si une femme a renvoyé son mari et en épouse un autre, elle est coupable d'adultère."
10,13,Ni wbadaw8n8 aw8ssiza wajiba n8zn8t: ni oskinnoma ojih8n8 nihi pazw8jik aw8ssiza.,"And they brought young children to him, that he should touch them: and his disciples rebuked those that brought them.",On présentait à Jésus des enfants pour les lui faire toucher ; mais les disciples les écartèrent vivement.
10,14,"Ni kanwa Sazos namitokw alalokalit oskinnoma, pita 8da wig8damowi, ta wdihl8, chigitaokw aw8ssizak nn8dos8mgon8, ta akwi klahamaokw; wz8mi ni ahhaligijik ni wginjameswi tbaldamw8gan Kchiniwaskw.","But when Jesus saw it, he was much displeased, and said unto them, Suffer the little children to come unto me, and forbid them not: for of such is the kingdom of God.","Voyant cela, Jésus se fâcha et leur dit : Laissez les enfants venir à moi. Ne les empêchez pas, car le royaume de Dieu est à ceux qui leur ressemblent."
10,15,"Kwina kdhillebba, T8najitta 8da alkamigzowi ntonmokw wginjameswi tbaldamw8gan Kchiniwaskw tah8lawi aw8ssimis, 8dahaji ni wbidigawen.","Verily I say unto you. Whosoever shall not receive the kingdom of God as a little child, he shall not enter therein.","Amen, je vous le dis : celui qui n'accueille pas le royaume de Dieu à la manière d'un enfant n'y entrera pas."
10,16,"Ni wdelli wikwn8n aw8ssiza wpettinikak, ni wn8zn8n ta owawasom8n.","And he took them up in his arms, put his hands upon them, and blessed them.",Il les embrassait et les bénissait en leur imposant les mains.
10,17,"Ni kizi ni waji sahosat alosat 8wdik, ni pazgo ni wdali pad8mahl8n, ni wdazitgwakasimotaw8n sazosa, ta wdelli nanotmaw8, Wli Kigamwinno, kagwiji ndellaloka waji mzenma askam8wzow8gan?","And when he was gone forth into the way, there came one running, and kneeled to him, and asked him, Good Master, what shall I do that I may inherit eternal life?","Jésus se mettait en route quand un homme accourut vers lui, se mit à genoux et lui demanda : Bon maître, que dois- je faire pour avoir en héritage la vie éternelle ?"
10,18,"Ni Sazos wdihl8n, kagwi waji liwihlian wlinno? 8dat8m8 awani walinnowit wibiwi pazgo, enna Kchiniwaskw.","And Jesus said unto him, Why callest thou me good? there is none good but one, that is, God.","Jésus lui dit : Pourquoi m'appelles-tu bon ? Personne n'est bon, sinon Dieu seul."
10,19,"Kowawaldamnal chowagidamw8ganal, Akwi azogikan, Akwi nhlikakan, Akwi kmodnakan, Akwi pizw8jmowi witneswikan, Akwi nbakadasikan, Kwsilawiha kmit8gwes ta kigawes.","Thou knowest the commandments, Do not commit adultery, Do not kill, Do not steal, Do not bear false witness, Defraud not, Honour thy father and mother.","Tu connais les commandements : Ne commets pas de meurtre, ne commets pas d'adultère, ne commets pas de vol, ne porte pas de faux témoignage, ne fais de tort à personne, honore ton père et ta mère."
10,20,"Ni wd8zidam8n ta wdihl8, Kigamwinno, mziwi ulil ndepsksozinal wjitta piwsessii8na.","And he answered and said unto him, Master. all these have I observed from my youth.","L'homme répondit : Maître, j'ai observé tous ces commandements depuis ma jeunesse."
10,21,"Ni Sazos kakinaw8t, wgezalm8, ta wdihl8, ngwejichbat knodoham8: m8ji 8nkohl8 kasi waj8nman kagwi ni kmil8n kadm8ksessijik, niji kdali waj8nmen wilawigw8gan spemkik: ta nawa, wikwna skahawatekw ta nosokawi.","Then Jesus beholding him loved him, and said unto him, One thing thou lackest: to thy way, sell whatsoever thou hast, and give to the poor, and thou shalt have treasure in heaven: and come, take up the cross, and follow me.","Posant alors son regard sur lui, Jésus se mit à l'aimer. Il lui dit : Une seule chose te manque : va, vends tout ce que tu as, donne-le aux pauvres et tu auras un trésor au ciel ; puis viens et suis-moi."
10,22,"Ni ozigilawak8gon ahl8mek, ta ozigaldami m8jin; wz8mi pita msal8badamop.","And he was sad at that saying, and went away grieved: for he had great possessions.","Mais lui, à ces mots, devint sombre et s'en alla tout triste, car il avait de grands biens."
10,23,"Ni Sazos wawiwniwi wbemadaw8bin, ni wdihl8n oskinnoma Kam8jiji t8nugik waj8ngik wilawigw8gan wzaagi kizi pidigan8 wginjameswi tbaldamw8ganek Kchiniwaskw.","And Jesus looked round about, and saith unto his disciples, How hardly shall they that have riches enter into the kingdom of God!",Alors Jésus regarde tout autour de lui et dit à ses disciples : Comme il sera difficile à ceux qui possèdent des richesses d'entrer dans le royaume de Dieu !
10,24,"Ni oskinnoma wd8shakseddam8gon wgellozw8ganal. Ni Sazos kanwa mina wd8zidawan, ta wdihl8, aw8ssisdokw, kam8jiji t8nugik waj8ngik wilawigw8gan wzaagi kizi pidigan8 wginjameswi tbaldamw8ganek Kchiniwaskw!","And the disciples were astonished at his words. But Jesus answereth again, and saith unto them, Children, how hard is it for them that trust in riches to enter into the kingdom of God!","Les disciples étaient stupéfaits de ces paroles. Mais Jésus reprend : Mes enfants, comme il est difficile d'entrer dans le royaume de Dieu."
10,25,Paami ngemat wji kamal wz8bosan sas8bnet ali tawigit 8daki wilawigwinno wbidigan wginjameswi tbaldamw8ganek Kchiniwaskw!,"It is easier for a camel to go through the eye of a needle, than for a rich man to enter into the kingdom of God.",Il est plus facile à un chameau de passer par le trou d'une aiguille qu'à un riche d'entrer dans le royaume de Dieu.
10,26,"Ni wb8b8ziji 8zhagaldamn8, wdihldoldin8 awaniji nawaato kizi polwat?","And they were astonished out of measure, saying among themselves, Who then can be saved?","De plus en plus déconcertés, les disciples se demandaient entre eux : Mais alors, qui peut être sauvé ?"
10,27,"Ni Sazos wgikinaw8n, wdihl8n, wji pin8wzowinnoak 8dahaba u kizi llawi, kanwa wji Kchiniwaskw 8da 8lawi llawi: wz8mi mziwi kagwi kizi lla wji Kchiniwaskw.","And Jesus looking upon them saith, With men it is impossible, but not with God: for with God all things are possible.","Jésus les regarde et répond : Pour les hommes, cela est impossible, mais pas pour Dieu ; car tout est possible à Dieu."
10,28,"Ni Pial adoji m8jat8gwzit ahl8t, l8bi niuna kizi nnakk8 ngadigabna, ta kizi knosokolbenna.","Then Peter began to say unto him, Lo, we have left all, and have followed thee.",Pierre se mit à dire à Jésus : Voilà que nous avons tout quitté pour te suivre.
